anchor,positive,negative
embeddings_train_data\topwear\anchor\b2d6b412be54ae55074e97ccbfaca451.jpg,embeddings_train_data\topwear\positive\99b10d18c4f69ba507706d9cb797b11e.jpg,embeddings_train_data\topwear\positive\c42ce0e9d23e60afbe325eda709d2b13.jpg
embeddings_train_data\topwear\anchor\b4be2ecf0618b0e324d5f4a5208f0bad.jpg,embeddings_train_data\topwear\positive\b9a2e5cb0f2be563818e78b533f9a686.jpg,embeddings_train_data\topwear\positive\9527c71aee599618aac0de6b689e1977.jpg
embeddings_train_data\topwear\anchor\b4be2ecf0618b0e324d5f4a5208f0bad.jpg,embeddings_train_data\topwear\positive\8a0f2a3f8b6dad8d2428629fc45348a2.jpg,embeddings_train_data\topwear\positive\07caf10790063b6489e26024d1c69069.jpg
embeddings_train_data\topwear\anchor\ba6054151b9918ec9818bf78e35560d5.jpg,embeddings_train_data\topwear\positive\c0dc300cb8efed19b3df754b9950e7aa.jpg,embeddings_train_data\topwear\positive\d79ce517fdd91a22a2a3efea67d53451.jpg
embeddings_train_data\topwear\anchor\c7af4f56005bfca540dfe27331ff2045.jpg,embeddings_train_data\topwear\positive\33f7547b558894a584171d65f6d6b2e2.jpg,embeddings_train_data\topwear\positive\740a08a9bb0f77b50b08e72a9fae1fc3.jpg
embeddings_train_data\topwear\anchor\c81470569722d247500a3721d8e2e820.jpg,embeddings_train_data\topwear\positive\2600b371f580b8a885706e9df5a1035f.jpg,embeddings_train_data\topwear\positive\81422e69f91554776bdc0c55f7c8966d.jpg
embeddings_train_data\topwear\anchor\c87c9749132120007048839b745d6749.jpg,embeddings_train_data\topwear\positive\ae0de039ea381c7a8b87c8d7e06138e8.jpg,embeddings_train_data\topwear\positive\184b935c30e41c3bec339c27d9b87af4.jpg
embeddings_train_data\topwear\anchor\c87c9749132120007048839b745d6749.jpg,embeddings_train_data\topwear\positive\52feafcbbb555a38bb15c922dc577dd4.jpg,embeddings_train_data\topwear\positive\13bab0b0aeb762bc4fa8da9c08cfca3f.jpg
embeddings_train_data\topwear\anchor\c87c9749132120007048839b745d6749.jpg,embeddings_train_data\topwear\positive\c4ac14eaa358832b59ca5733c65d1150.jpg,embeddings_train_data\topwear\positive\5f445914bab0b96088e8992ef2b5aec2.jpg
embeddings_train_data\topwear\anchor\c87c9749132120007048839b745d6749.jpg,embeddings_train_data\topwear\positive\60a0454949279734fe4e75dfd1e22aba.jpg,embeddings_train_data\topwear\positive\570b3d4ca07ae4b779281f6213f10a2d.jpg
embeddings_train_data\topwear\anchor\c929a738e3407c252c75893bcdd5d2b0.jpg,embeddings_train_data\topwear\positive\91c8013316796497bffa5fb4edc7534c.jpg,embeddings_train_data\topwear\positive\b2b0a2b3bff801f746ad722c98c91df5.jpg
embeddings_train_data\topwear\anchor\ca2b6a8df901c9f2fe7aac7e81071a4b.jpg,embeddings_train_data\topwear\positive\1e78d22850822daa342bcfff00829083.jpg,embeddings_train_data\topwear\positive\557f721fb4b2ce0b4cea288d7e76af54.jpg
embeddings_train_data\topwear\anchor\cc8faec0cca2a556b39edefb46ce5547.jpg,embeddings_train_data\topwear\positive\2ef9a4c3939563777f19b4368d3c54b9.jpg,embeddings_train_data\topwear\positive\c46e91dc4f602e5b68f1a1229a36e8a4.jpg
embeddings_train_data\topwear\anchor\cf8d322cfc15b2c806f337fe22ed2035.jpg,embeddings_train_data\topwear\positive\97c9907031191715ac4b7a968cedb39a.jpg,embeddings_train_data\topwear\positive\62232b1724f7c55c0b8f67fe26601140.jpg
embeddings_train_data\topwear\anchor\cf8d322cfc15b2c806f337fe22ed2035.jpg,embeddings_train_data\topwear\positive\7a7fe68f521a50502fcf99cc79cfeaf2.jpg,embeddings_train_data\topwear\positive\fd6bfd7538df4105bc73fd7fed0cb9cd.jpg
embeddings_train_data\topwear\anchor\d035ca35eff7f0e0974cf48c661f86e1.jpg,embeddings_train_data\topwear\positive\218ff3b4c8ec9944229bd5e74b0231b9.jpg,embeddings_train_data\topwear\positive\b482974e82b3b9d0d73c419de22acad5.jpg
embeddings_train_data\topwear\anchor\d6c642e96f3e46cd42daf73649a5986e.jpg,embeddings_train_data\topwear\positive\451a53b8add2bc6ed62dc8418780c26f.jpg,embeddings_train_data\topwear\positive\cf2a4138a16ef348b1527b6c5b35ccb1.jpg
embeddings_train_data\topwear\anchor\d70c10998a97e2b090cea40e61b4adb4.jpg,embeddings_train_data\topwear\positive\a94bf04456c325c42280287915901c12.jpg,embeddings_train_data\topwear\positive\c56db81dfe7ba9464ebca1fa22c9d559.jpg
embeddings_train_data\topwear\anchor\db8627d069cffd9c83da222a292c5d96.jpg,embeddings_train_data\topwear\positive\b773b557d190028756e99f1fa7b5a480.jpg,embeddings_train_data\topwear\positive\ba402e38f5d47337849ea10f7bfe5e79.jpg
embeddings_train_data\topwear\anchor\dd53f23e57975e9a30bd3e1eb8329c1c.jpg,embeddings_train_data\topwear\positive\79fe48b3ace0ae5bfeb28990289af266.jpg,embeddings_train_data\topwear\positive\16d0d72fdf631d2c4a500051aefa5189.jpg
embeddings_train_data\topwear\anchor\dd53f23e57975e9a30bd3e1eb8329c1c.jpg,embeddings_train_data\topwear\positive\ced9436d12e72df17692c00fd195a4e5.jpg,embeddings_train_data\topwear\positive\c0822b5a9c2830d28bd69f6979eb1f06.jpg
embeddings_train_data\topwear\anchor\df097f449d59e439794a6b4ec0b9049e.jpg,embeddings_train_data\topwear\positive\2fa9332e3aee1846dc981c90cf58a4fa.jpg,embeddings_train_data\topwear\positive\07f3317e99259880905b048c3bc2d8e6.jpg
embeddings_train_data\topwear\anchor\dfcb85f481d118f33827be3e66792ebf.jpg,embeddings_train_data\topwear\positive\0f16d043588870d425f2b5ea6f3be559.jpg,embeddings_train_data\topwear\positive\885618e4951b5b0fbcc7a1e9189e3022.jpg
embeddings_train_data\topwear\anchor\e0488a08484b2234b95744404b32df5d.jpg,embeddings_train_data\topwear\positive\13a566c1fe6de3405726189ec827fde0.jpg,embeddings_train_data\topwear\positive\a2b3349dda46615e84c9aafb330965cc.jpg
embeddings_train_data\topwear\anchor\e1762320ece5782c43c92ef733f168d2.jpg,embeddings_train_data\topwear\positive\27e951208ef0d5ddc3c725846729af00.jpg,embeddings_train_data\topwear\positive\d619a82d01fa3653250146a1048f416c.jpg
embeddings_train_data\topwear\anchor\e5255e7de797a36e3df7226d1ba68542.jpg,embeddings_train_data\topwear\positive\44fa7fe80ea24cd7b990f373f3198e2a.jpg,embeddings_train_data\topwear\positive\266fd825dcb151a938d36aaa1db7ccd3.jpg
embeddings_train_data\topwear\anchor\e674174c14983cdcfe88216a1f41431a.jpg,embeddings_train_data\topwear\positive\982f0bc14630d3b769896b3f13b2ef4c.jpg,embeddings_train_data\topwear\positive\e3e40a13d87d6be13cf270c3923ef832.jpg
embeddings_train_data\topwear\anchor\e6af9b461d0cf67998721d284d60d8ae.jpg,embeddings_train_data\topwear\positive\626968bcdaa5fe162e7f5d758ee70e28.jpg,embeddings_train_data\topwear\positive\b18f1b9d2f6cc02202220cfe43549d74.jpg
embeddings_train_data\topwear\anchor\e8030abcf1d00c413edf37a3e59546a4.jpg,embeddings_train_data\topwear\positive\60c9afda8f9aa17301a9f65a1404eb4b.jpg,embeddings_train_data\topwear\positive\7508cf28f1b79969740417caae272146.jpg
embeddings_train_data\topwear\anchor\e8030abcf1d00c413edf37a3e59546a4.jpg,embeddings_train_data\topwear\positive\92973ca60357b9d286bda134199f37ff.jpg,embeddings_train_data\topwear\positive\9c79d6f645f022ba7893ef25c7d86051.jpg
embeddings_train_data\topwear\anchor\ea4705db5022f70b9f3cf342fb596c52.jpg,embeddings_train_data\topwear\positive\b3d50df67081c7234569515dafb72aff.jpg,embeddings_train_data\topwear\positive\9463854c4a10baf13592ec3292f3d195.jpg
embeddings_train_data\topwear\anchor\ed0966c451f966099df811356b712992.jpg,embeddings_train_data\topwear\positive\06ba25501b2797cd72e1183560a4be11.jpg,embeddings_train_data\topwear\positive\c0822b5a9c2830d28bd69f6979eb1f06.jpg
embeddings_train_data\topwear\anchor\f16f80d39affaf07031bdce9e65b7600.jpg,embeddings_train_data\topwear\positive\d19974bb0a97163832a97e1a01d4e252.jpg,embeddings_train_data\topwear\positive\9d14cc819d6c829c83a483a7f900f29f.jpg
embeddings_train_data\topwear\anchor\f78e489dbfff43d8829d116532cd4c0c.jpg,embeddings_train_data\topwear\positive\94cbd43f336ac10e7aa92a443470a678.jpg,embeddings_train_data\topwear\positive\cce5be8af9e66ed4f0e505ab7b6d37c5.jpg
embeddings_train_data\topwear\anchor\f8abe740c4815b3cb61a72a275a30523.jpg,embeddings_train_data\topwear\positive\c9c81179ca3360e65c6f41fb9b15e9ae.jpg,embeddings_train_data\topwear\positive\c524365ba8560d1ef3bd12064f79c4d5.jpg
embeddings_train_data\topwear\anchor\f902b5f812c3936fd5d4228b42bdfe65.jpg,embeddings_train_data\topwear\positive\6710e83f00550986ea9b6304fc35d154.jpg,embeddings_train_data\topwear\positive\959e53b4c6bdd1a7007f45708d4c2669.jpg
embeddings_train_data\topwear\anchor\fa62165b0e0517220a6690434eb0d461.jpg,embeddings_train_data\topwear\positive\72b71ed9e8e72899d018e30789d7f484.jpg,embeddings_train_data\topwear\positive\97151bf7311c6692c5f6d19fec611c2d.jpg
embeddings_train_data\topwear\anchor\fd818df5503a9bec13d0e8b92b2d2b53.jpg,embeddings_train_data\topwear\positive\d95ef8023f9c04968e3a6efce85742a6.jpg,embeddings_train_data\topwear\positive\bd8a0e079a24d44236f1d1ee3aefbf60.jpg
embeddings_train_data\topwear\anchor\fd818df5503a9bec13d0e8b92b2d2b53.jpg,embeddings_train_data\topwear\positive\824d607ee11c7d242374993caf32c683.jpg,embeddings_train_data\topwear\positive\ad3e0fff5672cd506459217aed8c87fb.jpg
embeddings_train_data\topwear\anchor\fd818df5503a9bec13d0e8b92b2d2b53.jpg,embeddings_train_data\topwear\positive\c0c744f45c5d8a088626b50789c03fee.jpg,embeddings_train_data\topwear\positive\c4e2cdbe55a18f1c0146a2fcd6c45e06.jpg
embeddings_train_data\topwear\anchor\031cd7695b08e05b0dde86d67bcf74a0.jpg,embeddings_train_data\topwear\positive\9682ff844420e8763560f07e731b1ba5.jpg,embeddings_train_data\topwear\positive\464f555de23ea2c0fddbccbb01321ec4.jpg
embeddings_train_data\topwear\anchor\03ba4b11c1f361c79c855875a468611b.jpg,embeddings_train_data\topwear\positive\e159e7b34fbf5b8abfeee0c781381157.jpg,embeddings_train_data\topwear\positive\cbf91274f8324dcae89aa2824f8de2ef.jpg
embeddings_train_data\topwear\anchor\03ba4b11c1f361c79c855875a468611b.jpg,embeddings_train_data\topwear\positive\b73008dce382165b51c5ee2b20b86300.jpg,embeddings_train_data\topwear\positive\0e782388c0f4eaa39f673b59f744f41c.jpg
embeddings_train_data\topwear\anchor\03ba4b11c1f361c79c855875a468611b.jpg,embeddings_train_data\topwear\positive\ee6a71540311861be57f95aa8db9ea91.jpg,embeddings_train_data\topwear\positive\2bc77c3803fe725cfdac95a3da6363e7.jpg
embeddings_train_data\topwear\anchor\03ba4b11c1f361c79c855875a468611b.jpg,embeddings_train_data\topwear\positive\a8edb0d6badc37337d8bdbb2189f81c8.jpg,embeddings_train_data\topwear\positive\fb5b96f435504e7bce07b3b37a2f268f.jpg
embeddings_train_data\topwear\anchor\03ba4b11c1f361c79c855875a468611b.jpg,embeddings_train_data\topwear\positive\ab790a5ba5026482612f8e6cb7cd952f.jpg,embeddings_train_data\topwear\positive\c873729329384f507a910b906868899d.jpg
embeddings_train_data\topwear\anchor\03ba4b11c1f361c79c855875a468611b.jpg,embeddings_train_data\topwear\positive\b70c8dd1e995bb4c37b8057355a51ae6.jpg,embeddings_train_data\topwear\positive\fca14641a912499330a05a0cad25ab40.jpg
embeddings_train_data\topwear\anchor\03ba4b11c1f361c79c855875a468611b.jpg,embeddings_train_data\topwear\positive\ff9a0eafe1d85b6b79ddd9fc138fc6c1.jpg,embeddings_train_data\topwear\positive\9025a2ee902f7fa679a5673f0c0caf90.jpg
embeddings_train_data\topwear\anchor\04658227ac533928e67ced4218f9cc23.jpg,embeddings_train_data\topwear\positive\156f3dd2521302384becdbb39adcb810.jpg,embeddings_train_data\topwear\positive\6e241925442dee93387cdacc80971fd2.jpg
embeddings_train_data\topwear\anchor\07150c7a7558e91882058a9adf8b75b3.jpg,embeddings_train_data\topwear\positive\ab0d7b75e0190e6c46a0b9c6eb4a24fa.jpg,embeddings_train_data\topwear\positive\5b6fc7f06221c994a27e1c72ebb77d27.jpg
embeddings_train_data\topwear\anchor\09581f513b56521daef8945f02385bff.jpg,embeddings_train_data\topwear\positive\2d51ba2e51177d48d0532e1bbf302ad5.jpg,embeddings_train_data\topwear\positive\407057f0928eefa1b0d0f90040912a66.jpg
embeddings_train_data\topwear\anchor\095e3144c30d7165a554ec8cf304a502.jpg,embeddings_train_data\topwear\positive\b7252553b73e9d2674e1ebcabe698dda.jpg,embeddings_train_data\topwear\positive\614db5ce60ee4eccfd4715a7bae1bba9.jpg
embeddings_train_data\topwear\anchor\09d7c0b47ec92effc83e75849ba79f80.jpg,embeddings_train_data\topwear\positive\eb44efe86fa90f63763b8ac730fb2bd9.jpg,embeddings_train_data\topwear\positive\29ee23abff97b9304f1054c8cfc96cab.jpg
embeddings_train_data\topwear\anchor\0a570fd00a557e9e295614f75e864915.jpg,embeddings_train_data\topwear\positive\1997e4c0d5980227f0e4f41d08ac066b.jpg,embeddings_train_data\topwear\positive\8fd1db18164ded973354fc3843f8588e.jpg
embeddings_train_data\topwear\anchor\1478f93a77a454bb3b2839ef44084653.jpg,embeddings_train_data\topwear\positive\918ffc1134e2a7754de863cde7a016e2.jpg,embeddings_train_data\topwear\positive\4910af9d61f5dd1835ea35fc9dfa69ba.jpg
embeddings_train_data\topwear\anchor\16a1f1888354e67b225111375f70339d.jpg,embeddings_train_data\topwear\positive\c37f4c64c88b8416a8e1ced68554c5ad.jpg,embeddings_train_data\topwear\positive\a05b9cfc9f3ec81eaade49c8d0d58d28.jpg
embeddings_train_data\topwear\anchor\184e5e30441ec3c6442f6cfad363d609.jpg,embeddings_train_data\topwear\positive\31d8eb555f24224a13d82ad356800125.jpg,embeddings_train_data\topwear\positive\33e9c08cfe6b52f390bf804974e8772f.jpg
embeddings_train_data\topwear\anchor\184e5e30441ec3c6442f6cfad363d609.jpg,embeddings_train_data\topwear\positive\65dec0aeeb47d9bed9550867eb4ce87e.jpg,embeddings_train_data\topwear\positive\203238d3b3fd9d0879cba85b17d2ccf3.jpg
embeddings_train_data\topwear\anchor\1a5cb9689501f4eac68e54a4fc499f40.jpg,embeddings_train_data\topwear\positive\ae1c2123040100ca45536136af921732.jpg,embeddings_train_data\topwear\positive\84c43e4df8bd20bab4f7f02f8b643215.jpg
embeddings_train_data\topwear\anchor\1a61b4da3ecfd02977ad785038ce3112.jpg,embeddings_train_data\topwear\positive\5f3778c0c92bc665988bbf76d03a7ee5.jpg,embeddings_train_data\topwear\positive\f364064c49507a0c3f1626130b029722.jpg
embeddings_train_data\topwear\anchor\20dd1babf2c2f1378b05c8593a6f30a7.jpg,embeddings_train_data\topwear\positive\0873bb872119f1e5f65072d52980f5fe.jpg,embeddings_train_data\topwear\positive\c4806547202ca6239ca103e2090365ad.jpg
embeddings_train_data\topwear\anchor\234bc21dc9e014e17c4f818addb73d15.jpg,embeddings_train_data\topwear\positive\9f1612510a098faadda713d92da55028.jpg,embeddings_train_data\topwear\positive\be88ff6e28b0a5c9519e65a82d0b5336.jpg
embeddings_train_data\topwear\anchor\2719cc9ade282fb67f1e59945e30f9bc.jpg,embeddings_train_data\topwear\positive\3d99452b250ef210b09a7fa9613a52e3.jpg,embeddings_train_data\topwear\positive\99b9102ad344e01e69d6f918e851462b.jpg
embeddings_train_data\topwear\anchor\27244552a1a2c98736052853a82169c2.jpg,embeddings_train_data\topwear\positive\c0853c25e05607965338ae53092c4c25.jpg,embeddings_train_data\topwear\positive\ee5686fb3ea489f8b49f19a67cbfd064.jpg
embeddings_train_data\topwear\anchor\2739de712697ce9abf08d32942091500.jpg,embeddings_train_data\topwear\positive\698377efffcefd064fd224a9d0dd8f01.jpg,embeddings_train_data\topwear\positive\c292fa6b44e4f18a29fd7af7a862a880.jpg
embeddings_train_data\topwear\anchor\2739de712697ce9abf08d32942091500.jpg,embeddings_train_data\topwear\positive\0801ed4d66ef6119fbfaa66fb8c0bdf3.jpg,embeddings_train_data\topwear\positive\aa3dd7aaf4f529c91c7194819a21bc3a.jpg
embeddings_train_data\topwear\anchor\2739de712697ce9abf08d32942091500.jpg,embeddings_train_data\topwear\positive\40c0292f79923e246ecacbc430560e75.jpg,embeddings_train_data\topwear\positive\ef135a366716250e34a769c672e9601f.jpg
embeddings_train_data\topwear\anchor\2739de712697ce9abf08d32942091500.jpg,embeddings_train_data\topwear\positive\4d4d517f22c76578ced775d257e6f01c.jpg,embeddings_train_data\topwear\positive\bbd481e87ba3559d63b8f37b89df49f6.jpg
embeddings_train_data\topwear\anchor\2739de712697ce9abf08d32942091500.jpg,embeddings_train_data\topwear\positive\ab230a694cd8650ab16666819a8e3be2.jpg,embeddings_train_data\topwear\positive\1fe439bb94f48ee03cfdb1e113031181.jpg
embeddings_train_data\topwear\anchor\2739de712697ce9abf08d32942091500.jpg,embeddings_train_data\topwear\positive\3ec7406a8858716d8dd48ee89fcd49aa.jpg,embeddings_train_data\topwear\positive\238f3bfc144ecc2f8e5e04a8e07624e9.jpg
embeddings_train_data\topwear\anchor\2996601cad32787cb84981b4354170ec.jpg,embeddings_train_data\topwear\positive\12ad2832dd87e854ee2e7f477268ba6d.jpg,embeddings_train_data\topwear\positive\5284da5c4b942ddc63b21e426544b781.jpg
embeddings_train_data\topwear\anchor\2996601cad32787cb84981b4354170ec.jpg,embeddings_train_data\topwear\positive\99757313d9fbd9afd56d65a61b0ac293.jpg,embeddings_train_data\topwear\positive\7aa00e1085dfda7141a50d19f59667d3.jpg
embeddings_train_data\topwear\anchor\2996601cad32787cb84981b4354170ec.jpg,embeddings_train_data\topwear\positive\c36ce89bc372ad1f51f4e493e76e6940.jpg,embeddings_train_data\topwear\positive\53cb215c1f54b964b25183567e98749b.jpg
embeddings_train_data\topwear\anchor\302957e4ddf86b637938bcfda07720d8.jpg,embeddings_train_data\topwear\positive\d4223cb2090353221c3fe1434da92403.jpg,embeddings_train_data\topwear\positive\188cd66ad832d7eac2d7214b11f00f0c.jpg
embeddings_train_data\topwear\anchor\310112645dbd2b132e24655bef450205.jpg,embeddings_train_data\topwear\positive\b78003a9bf2e80865be9fdf2eba7b695.jpg,embeddings_train_data\topwear\positive\56ec3c0aa45524e1fff354c7b9f9c2f3.jpg
embeddings_train_data\topwear\anchor\329a03c15f956b40921e47e1670e2006.jpg,embeddings_train_data\topwear\positive\8a37fa313c95137b847357a55a7cc3ef.jpg,embeddings_train_data\topwear\positive\f91c6c858afd100ce292f84461860318.jpg
embeddings_train_data\topwear\anchor\3349b9e6ca357e1a56a59f8322cc682c.jpg,embeddings_train_data\topwear\positive\23f722d59302379f74f6f5c7bf7f9397.jpg,embeddings_train_data\topwear\positive\e3189352feac272d652e8ef7ac295b6c.jpg
embeddings_train_data\topwear\anchor\3eb86ac89a3713ed0877b08ced19b9be.jpg,embeddings_train_data\topwear\positive\6f2a3c8908ddcba9838a290b8c37bc5f.jpg,embeddings_train_data\topwear\positive\c3c0269ecd16b0fb0d5bbd1f8df16bea.jpg
embeddings_train_data\topwear\anchor\41cc3206c931530be90c0811d9d9277f.jpg,embeddings_train_data\topwear\positive\cb44bac91836c608be75c237a3e5d089.jpg,embeddings_train_data\topwear\positive\b08477f20696b821d0feac3c22ac524e.jpg
embeddings_train_data\topwear\anchor\41cc3206c931530be90c0811d9d9277f.jpg,embeddings_train_data\topwear\positive\aaddd727fae9c90c04dd4ebc1db91bc2.jpg,embeddings_train_data\topwear\positive\27f8db6fc4263d0ef51e949e30fb7ac7.jpg
embeddings_train_data\topwear\anchor\426b408bb73c41fff570b2ac5d8750f8.jpg,embeddings_train_data\topwear\positive\91981e7b38066aad43028e05beb30b2e.jpg,embeddings_train_data\topwear\positive\62cdb178b503ba41aeac357d9348cb81.jpg
embeddings_train_data\topwear\anchor\42f332c5113e62bece2f2848192f614c.jpg,embeddings_train_data\topwear\positive\496e26cf133477b28ace5aa33edc4538.jpg,embeddings_train_data\topwear\positive\829fadb76829f3172d7cca5346ae9406.jpg
embeddings_train_data\topwear\anchor\4482d9d45e4c9440173ea77c164b9ef3.jpg,embeddings_train_data\topwear\positive\06ba25501b2797cd72e1183560a4be11.jpg,embeddings_train_data\topwear\positive\a05a92a617ae9660bfd215ac13b9b15f.jpg
embeddings_train_data\topwear\anchor\44cf2dcb300da70ce8a8e481a7dc1e35.jpg,embeddings_train_data\topwear\positive\d1aca89216d87eb5d625304171c69e42.jpg,embeddings_train_data\topwear\positive\d38a8b5b5677898da50d857f041ed564.jpg
embeddings_train_data\topwear\anchor\44cf2dcb300da70ce8a8e481a7dc1e35.jpg,embeddings_train_data\topwear\positive\3c484135cbde31204836cd1d2d61cea3.jpg,embeddings_train_data\topwear\positive\fafcb99b807873f20c4dc021014e5253.jpg
embeddings_train_data\topwear\anchor\476ba5fb9c54178254dc2bc2a5a2b4f1.jpg,embeddings_train_data\topwear\positive\583c6efb535b0d39ec4f0829df7379c2.jpg,embeddings_train_data\topwear\positive\7c519bb99494846a2a1aaad45339f6d2.jpg
embeddings_train_data\topwear\anchor\480fe4e17260ab47959f60c2ff2e8ab1.jpg,embeddings_train_data\topwear\positive\2b1b8b59bfb95b79559237e12c724c5c.jpg,embeddings_train_data\topwear\positive\8a976efd12aec18398800c15b255c3f4.jpg
embeddings_train_data\topwear\anchor\4e98cd80ceb3f363b328b40fe02a0804.jpg,embeddings_train_data\topwear\positive\3c05bdbbd8be87b15f62a317335ada3d.jpg,embeddings_train_data\topwear\positive\4588162fb548940a81772f192bce6963.jpg
embeddings_train_data\topwear\anchor\530bff5f066cb808fcd79ba63e50f39b.jpg,embeddings_train_data\topwear\positive\579e0e68a552d6b0201fb9874ff807dd.jpg,embeddings_train_data\topwear\positive\b56e3cf3f6d396a4fe8dd5840254c5ae.jpg
embeddings_train_data\topwear\anchor\54f0c5de30fb6e5a5d42d01111c87e2a.jpg,embeddings_train_data\topwear\positive\1cbf92b01e7fb790f24ef32171dc6da8.jpg,embeddings_train_data\topwear\positive\4bd3e3e287fd09a5dde7d247b6cf5dde.jpg
embeddings_train_data\topwear\anchor\593c16e0404b3716c96ced4fdf24f99b.jpg,embeddings_train_data\topwear\positive\4fabad08c9b11626366e916f6e2e50ef.jpg,embeddings_train_data\topwear\positive\2567680e4aef89c9323c61f8aba32458.jpg
embeddings_train_data\topwear\anchor\5e22b423a259b8511b56d7b4b3010301.jpg,embeddings_train_data\topwear\positive\97151bf7311c6692c5f6d19fec611c2d.jpg,embeddings_train_data\topwear\positive\af6e05308f4876231aa98b1b729f29c5.jpg
embeddings_train_data\topwear\anchor\5e3824fdf0547a498930dab614fec44d.jpg,embeddings_train_data\topwear\positive\0f3c837f08b62f9ed53d6b1b6adfa8e1.jpg,embeddings_train_data\topwear\positive\b10de89e82efab30ff184be77194f73b.jpg
embeddings_train_data\topwear\anchor\5fcc6d4246eba4060c7af095e56bd061.jpg,embeddings_train_data\topwear\positive\e5cf9d49326307f7c485945b9c71efcd.jpg,embeddings_train_data\topwear\positive\9ae42baefcb11dc40398d1a6bcfab4d3.jpg
embeddings_train_data\topwear\anchor\60c77fb8002e3e602727260cc24beaf1.jpg,embeddings_train_data\topwear\positive\c0822b5a9c2830d28bd69f6979eb1f06.jpg,embeddings_train_data\topwear\positive\717ffcad1fedb2680b4d01f606bdd587.jpg
embeddings_train_data\topwear\anchor\6130e4d6fc306df505f558438268a6bf.jpg,embeddings_train_data\topwear\positive\8a8ed46559a4bbd1ddb6ba99077c87d6.jpg,embeddings_train_data\topwear\positive\afe38ca715b868220652f73ba5d700bf.jpg
embeddings_train_data\topwear\anchor\63ffbf6dd98d244a2c00e2e10e4126c7.jpg,embeddings_train_data\topwear\positive\2652896f84381f530a6988a1c02a6b9c.jpg,embeddings_train_data\topwear\positive\4d4d517f22c76578ced775d257e6f01c.jpg
embeddings_train_data\topwear\anchor\695f45ae3e15ee6e9afb9760ecd75371.jpg,embeddings_train_data\topwear\positive\1d9a7d6c462547f389ddf763d5166796.jpg,embeddings_train_data\topwear\positive\dffcec981047cb1d9203d7e296e10cdd.jpg
embeddings_train_data\topwear\anchor\6bd6e04a6e2228a2b7863a085f90d44f.jpg,embeddings_train_data\topwear\positive\acf6e408419f5b293e8e40834da189d6.jpg,embeddings_train_data\topwear\positive\948ed6a7361cb5b4986387cac4f0361c.jpg
embeddings_train_data\topwear\anchor\6f6c0634006fde7e08332573a999db36.jpg,embeddings_train_data\topwear\positive\9b83733994f3dceb876a880585726ac0.jpg,embeddings_train_data\topwear\positive\025346d466f6709afbdb60a7ca1540e1.jpg
embeddings_train_data\topwear\anchor\76fc3bdfb92e61e78ca6ca0efb777036.jpg,embeddings_train_data\topwear\positive\4719d4ca865f0a82a8f0f86f611d1fe8.jpg,embeddings_train_data\topwear\positive\881aafb3b785bb728d7313138e6a6335.jpg
embeddings_train_data\topwear\anchor\77b0266f7ad26b31863373adccefb7e1.jpg,embeddings_train_data\topwear\positive\2d51ba2e51177d48d0532e1bbf302ad5.jpg,embeddings_train_data\topwear\positive\a8310cd640f737b58285fff257676326.jpg
embeddings_train_data\topwear\anchor\83ac3509bfa78faa11568ff436eb7dd9.jpg,embeddings_train_data\topwear\positive\2eac30f86c856d8670fa67684e4b9f91.jpg,embeddings_train_data\topwear\positive\86f50fd1ccc3f6ac6578ef3c25911cf6.jpg
embeddings_train_data\topwear\anchor\85baf255e64d2bfe95ff1548bc1a7195.jpg,embeddings_train_data\topwear\positive\3aac71ce7fea01ebab9f0a6d693a7e46.jpg,embeddings_train_data\topwear\positive\f74dfe7517d4a165685bdee14afb8aa8.jpg
embeddings_train_data\topwear\anchor\88787818bd7c6f2cd74bd7b3436c8820.jpg,embeddings_train_data\topwear\positive\0f47e43d5692d4f22ec234d43128becd.jpg,embeddings_train_data\topwear\positive\b3c76ad49ebe5a7bcf97f70067ef89f4.jpg
embeddings_train_data\topwear\anchor\8f0683fea5d41f8aff127e5d7c6abbf0.jpg,embeddings_train_data\topwear\positive\852ae25633c5a4886ac0be427413ff62.jpg,embeddings_train_data\topwear\positive\72bd96e5f02001a9f1a99bbbb929c6d9.jpg
embeddings_train_data\topwear\anchor\91df02b9c9d9887a16b95ef5821560e1.jpg,embeddings_train_data\topwear\positive\e3189352feac272d652e8ef7ac295b6c.jpg,embeddings_train_data\topwear\positive\43cc9ffb9016407a885fd0ca1be52b14.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\ad2526a1aed5038ebb987e459dceb672.jpg,embeddings_train_data\topwear\positive\b4e10bdaad9da9eebb8a2d3fc2a0c4f1.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\9ba0b45dfccb8034e3e8f7970bdaf937.jpg,embeddings_train_data\topwear\positive\b1dfb2bcd6423b24450b4ab629961de9.jpg
embeddings_train_data\topwear\anchor\96e5bfa944bd643816bc4bdaef1e10aa.jpg,embeddings_train_data\topwear\positive\dc0bc657348048d4b782cb844af459a0.jpg,embeddings_train_data\topwear\positive\1ffe158c95721757a00838c75ba0f04e.jpg
